序号,测试文本,识别意图,置信度,阈值,状态,实体信息,响应时间,期望的识别结果,期望的实体
270,我想进入DIY烹饪页,DIY_cooking_chef_mode,99.94%,0.8,已识别,[],14ms,,
271,进入DIY烹饪页面,DIY_cooking_chef_mode,99.97%,0.8,已识别,[],13ms,,
272,进行自助烹饪,DIY_cooking_chef_mode,99.94%,0.8,已识别,[],15ms,,
273,开启手动烹饪,DIY_cooking_chef_mode,97.79%,0.8,已识别,[],14ms,,
274,选择烹饪模式,AI_cooking_page_open,99.03%,0.8,已识别,[],14ms,,
275,烹饪模式设置,未识别,78.52%,0.8,未识别,[],14ms,AI_cooking_page_open,
276,我想做鸡肉,未识别,37.91%,0.8,未识别,[],13ms,set_foodtype,鸡肉
277,我想做大虾,未识别,46.89%,0.8,未识别,[],19ms,set_foodtype,大虾
278,我想做排骨,set_foodtype,99.77%,0.8,已识别,[],16ms,,
279,我想做猪肉,未识别,37.91%,0.8,未识别,[],15ms,set_foodtype,猪肉
280,我想烤蛋挞,未识别,63.32%,0.8,未识别,[],17ms,set_foodtype,蛋挞
281,我想做牛排,set_foodtype,98.23%,0.8,已识别,[],18ms,,
282,烹饪牛排,voice_cmd_start_cooking,85.88%,0.8,识别错误,[],13ms,set_foodtype,牛排
283,帮我烹饪牛排,voice_cmd_start_cooking,81.80%,0.8,识别错误,[],13ms,set_foodtype,牛排
284,做一下牛奶,set_foodtype,100.00%,0.8,识别错误,[],14ms,,牛奶
285,煎一个鸡蛋,未识别,76.87%,0.8,未识别,[],14ms,set_foodtype,鸡蛋
286,帮我烹饪一下腊味排骨锅巴饭,set_foodtype,100.00%,0.8,识别错误,[],16ms,,腊味排骨锅巴饭
287,脆一点,set_taste,99.99%,0.8,识别错误,"[{""entity"":""口感"",""start"":0,""end"":1,""confidence_entity"":0.9776846766471863,""value"":""脆"",""extractor"":""DIETClassifier""}]",18ms,,脆
288,软糯口味,未识别,67.38%,0.8,未识别,[],15ms,set_taste,软糯
289,煮的软烂一些,set_taste,99.64%,0.8,识别错误,[],14ms,,软烂
290,我喜欢有嚼劲点,未识别,62.68%,0.8,未识别,[],15ms,set_taste,有嚼劲
291,口感选择嫩滑,set_taste,100.00%,0.8,识别错误,"[{""entity"":""口感"",""start"":4,""end"":5,""confidence_entity"":0.49841898679733276,""value"":""嫩"",""extractor"":""DIETClassifier""}]",15ms,,嫩滑
292,选择口感,set_taste,100.00%,0.8,已识别,"[{""entity"":""口感"",""start"":2,""end"":4,""confidence_entity"":0.8833234906196594,""value"":""口感"",""extractor"":""DIETClassifier"",""processors"":[""EntitySynonymMapper""]}]",15ms,,
293,牛排烤焦一点,set_taste,94.77%,0.8,识别错误,[],15ms,set_foodtype_taste,牛排、焦
294,小米粥煮软烂些,未识别,53.49%,0.8,未识别,[],18ms,set_foodtype_taste,小米粥、软烂
295,牛腩帮我炖紧实点,未识别,61.43%,0.8,未识别,[],19ms,set_foodtype_taste,牛腩、紧实点
296,蛋挞焦脆一点,set_taste,99.55%,0.8,识别错误,"[{""entity"":""口感"",""start"":2,""end"":4,""confidence_entity"":0.856711745262146,""value"":""焦脆"",""extractor"":""DIETClassifier""}]",15ms,set_foodtype_taste,蛋挞、焦脆
297,爽滑点的鸡肉,未识别,49.61%,0.8,未识别,[],16ms,set_foodtype_taste,鸡肉、爽滑
298,第五个,select_list_id,92.24%,0.8,识别错误,[],13ms,,第五个
299,选择第五个,未识别,64.06%,0.8,未识别,[],13ms,select_list_id,5
300,我要第六个,select_list_id,94.26%,0.8,识别错误,[],14ms,,第六个
301,最后一个,未识别,37.39%,0.8,未识别,[],15ms,select_list_id,
302,选择序号,未识别,70.51%,0.8,未识别,[],15ms,select_list_id,
303,还有多久能做好,remaining_cooking_time_query,100.00%,0.8,已识别,[],17ms,,
304,烹饪还剩多长时间,remaining_cooking_time_query,99.98%,0.8,已识别,[],18ms,,
305,还要多久能做好,remaining_cooking_time_query,100.00%,0.8,已识别,[],15ms,,
306,还要多久能解冻好,remaining_cooking_time_query,100.00%,0.8,已识别,[],18ms,,
307,还有多久能热好饭,remaining_cooking_time_query,100.00%,0.8,已识别,[],17ms,,
308,还有多久能热好菜,remaining_cooking_time_query,100.00%,0.8,已识别,[],17ms,,
309,红烧肉可以吃了吗,remaining_cooking_time_query,99.95%,0.8,已识别,"[{""entity"":""菜品名称"",""start"":0,""end"":5,""confidence_entity"":0.9527202248573303,""value"":""红烧肉可以"",""extractor"":""DIETClassifier""}]",17ms,,
310,鸡翅烤好了吗,remaining_cooking_time_query,87.71%,0.8,已识别,"[{""entity"":""份量"",""start"":0,""end"":2,""confidence_entity"":0.43373116850852966,""value"":""鸡翅"",""extractor"":""DIETClassifier""}]",16ms,,
